"ID","MS.SubClass","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","House.Style","Overall.Qual","Overall.Cond","Year.Built","Mas.Vnr.Area","Exter.Cond","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.Qual","Functional","Garage.Type","Garage.Cars","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Misc.Feature","Misc.Val","Mo.Sold","Sale.Condition","SalePrice","is.miss.Lot.Frontage","is.miss.Mas.Vnr.Area"
1675,120,26,10943,"NA","IR2","Lvl","1Story",6,5,1997,0,"TA",0,475,1405,"Ex",1337,0,0,1337,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",0,68,0,0,0,"NA",0,10,"Normal",17.7,0,0
1676,160,21,2205,"NA","Reg","Lvl","2Story",6,6,1973,567,"TA",0,213,525,"TA",525,567,0,1092,0,0,1,1,3,"TA","Typ","Detchd",1,"TA","Y",144,0,0,0,0,"NA",0,2,"Normal",11.35,0,0
1678,160,21,2058,"NA","Reg","Lvl","2Story",6,5,1973,265,"TA",0,672,672,"Ex",672,546,0,1218,0,0,1,1,4,"Ex","Typ","Detchd",1,"TA","Y",0,28,0,0,0,"NA",0,12,"Normal",11.37,0,0
1679,160,24,2016,"NA","Reg","Lvl","2Story",5,5,1970,304,"TA",0,630,630,"TA",630,672,0,1302,0,0,2,1,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,4,"Normal",10.6,0,0
1680,160,24,1920,"NA","Reg","Lvl","2Story",5,5,1971,376,"TA",0,294,765,"Ex",765,600,0,1365,1,0,1,1,2,"TA","Min1","Detchd",2,"TA","Y",240,36,0,0,0,"NA",0,8,"Normal",12.25,0,0
1681,120,0,4928,"NA","IR1","Lvl","1Story",6,5,1976,0,"TA",0,958,1078,"TA",958,0,0,958,0,0,2,0,2,"TA","Typ","Attchd",2,"TA","Y",0,205,0,0,0,"NA",0,2,"Normal",12.8,1,0
1682,160,24,2308,"NA","Reg","Lvl","2Story",6,6,1976,0,"TA",0,248,804,"TA",804,744,0,1548,1,0,2,1,3,"Gd","Typ","Detchd",2,"TA","Y",48,0,0,0,0,"NA",0,7,"Normal",15.5,0,0
1683,120,24,2304,"NA","Reg","Lvl","1Story",7,7,1978,0,"TA",6,423,1061,"TA",1055,0,0,1055,0,0,2,0,2,"TA","Typ","Attchd",1,"TA","Y",108,32,0,0,0,"NA",0,4,"Normal",14.25,0,0
1685,20,96,12469,"NA","Reg","Lvl","1Story",9,5,2006,378,"TA",0,639,1790,"Ex",1816,0,0,1816,1,0,2,0,3,"Ex","Typ","Attchd",3,"TA","Y",186,36,0,0,0,"NA",0,8,"Partial",35.6,0,0
1686,20,90,11694,"NA","Reg","Lvl","1Story",9,5,2007,452,"TA",0,1774,1822,"Ex",1828,0,0,1828,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",0,108,0,0,260,"NA",0,7,"Partial",31.4813,0,0
1690,20,110,14333,"NA","Reg","Lvl","1Story",8,5,2007,0,"TA",0,590,2108,"Ex",2122,0,0,2122,1,0,2,1,2,"Gd","Typ","Attchd",3,"TA","Y",130,142,0,0,0,"NA",0,11,"Partial",34.5474,0,0
1691,20,107,14450,"NA","Reg","Lvl","1Story",9,5,2006,315,"TA",0,2121,2121,"Ex",2121,0,0,2121,0,0,2,1,3,"Ex","Typ","Attchd",3,"TA","Y",124,98,0,0,142,"NA",0,5,"Partial",41.5298,0,0
1694,20,105,15431,"NA","Reg","Lvl","1Story",10,5,2005,400,"TA",0,564,1994,"Ex",2046,0,0,2046,1,0,2,1,2,"Ex","Typ","Attchd",3,"TA","Y",188,65,0,0,175,"NA",0,8,"Normal",45,0,0
1695,60,109,14154,"NA","Reg","Lvl","2Story",7,5,2006,350,"TA",0,1063,1063,"Ex",1071,1101,0,2172,0,0,2,1,3,"Gd","Typ","Attchd",3,"TA","Y",192,62,0,0,0,"NA",0,8,"Partial",28,0,0
1696,20,107,13891,"NA","Reg","Lvl","1Story",9,5,2007,456,"TA",0,740,2552,"Ex",2552,0,0,2552,1,0,2,0,3,"Ex","Typ","Attchd",3,"TA","Y",130,28,0,0,0,"NA",0,10,"Partial",47.9069,0,0
1698,60,105,13693,"NA","Reg","Lvl","2Story",9,5,2006,772,"TA",0,2153,2153,"Ex",2069,574,0,2643,0,0,2,1,3,"Ex","Typ","BuiltIn",3,"TA","Y",414,84,0,0,0,"NA",0,3,"Normal",38,0,0
1702,20,59,17169,"NA","IR2","Lvl","1Story",10,5,2007,970,"TA",0,636,2320,"Ex",2290,0,0,2290,2,0,2,1,2,"Ex","Typ","Attchd",3,"TA","Y",192,30,0,0,0,"NA",0,8,"Partial",50.0067,0,0
1703,60,134,16659,"NA","IR1","Lvl","2Story",8,5,2007,0,"TA",0,1582,1582,"Ex",1582,570,0,2152,0,0,2,1,3,"Gd","Typ","Detchd",2,"TA","Y",0,368,0,0,0,"NA",0,6,"Partial",26.0116,0,0
1704,60,76,9591,"NA","Reg","Lvl","2Story",8,5,2004,344,"TA",0,1143,1143,"Ex",1143,1330,0,2473,0,0,2,1,4,"Gd","Typ","BuiltIn",3,"TA","Y",192,151,0,0,0,"NA",0,10,"Normal",31.7,0,0
1705,60,82,9709,"NA","IR1","Lvl","2Story",8,5,2007,120,"TA",0,140,918,"Ex",958,1142,0,2100,1,0,2,1,3,"Ex","Typ","BuiltIn",3,"TA","Y",172,104,0,0,0,"NA",0,9,"Partial",31.95,0,0
1706,60,86,10562,"NA","Reg","Lvl","2Story",8,5,2007,300,"TA",0,294,1582,"Ex",1610,551,0,2161,1,0,1,1,3,"Ex","Typ","Attchd",3,"TA","Y",178,120,0,0,0,"NA",0,11,"Partial",32.5624,0,0
1708,60,99,13069,"NA","IR1","Lvl","2Story",8,5,2004,502,"TA",0,1706,1706,"Ex",1718,1238,0,2956,0,0,2,1,5,"Ex","Typ","BuiltIn",3,"TA","Y",194,50,0,0,0,"NA",0,8,"Normal",34.2,0,0
1716,120,61,7577,"NA","IR1","Lvl","1Story",6,5,2005,256,"TA",0,1342,1362,"Ex",1362,0,0,1362,0,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",192,28,0,0,0,"NA",0,6,"Normal",19.47,0,0
1717,120,34,3901,"NA","Reg","Lvl","1Story",6,5,2005,182,"TA",0,436,1302,"Ex",1302,0,0,1302,1,0,1,1,1,"Gd","Typ","Attchd",2,"TA","Y",110,50,0,0,0,"NA",0,8,"Partial",20.4,0,0
1718,120,34,3903,"NA","Reg","Lvl","1Story",6,5,2005,182,"TA",0,272,1302,"Ex",1302,0,0,1302,1,0,1,1,1,"Gd","Typ","Attchd",2,"TA","Y",110,50,0,0,0,"NA",0,5,"Normal",20,0,0
1720,120,34,4590,"NA","Reg","Lvl","1Story",8,5,2006,108,"TA",0,1530,1554,"Ex",1554,0,0,1554,0,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",156,73,0,0,0,"NA",0,8,"Normal",20.95,0,0
1722,120,44,6442,"NA","IR1","Lvl","1Story",8,5,2006,178,"TA",0,1346,1370,"Ex",1370,0,0,1370,0,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",120,49,0,0,0,"NA",0,10,"Normal",20.25,0,0
1723,120,48,7841,"NA","IR1","Lvl","1Story",9,5,2005,394,"TA",0,729,1577,"Ex",1577,0,0,1577,1,0,2,0,2,"Ex","Typ","Attchd",2,"TA","Y",203,39,0,0,0,"NA",0,5,"Normal",28,0,0
1724,120,60,7313,"NA","Reg","Lvl","1Story",9,5,2005,246,"TA",0,408,1561,"Ex",1561,0,0,1561,1,0,2,0,2,"Ex","Typ","Attchd",2,"TA","Y",203,47,0,0,0,"NA",0,8,"Normal",27.75,0,0
1725,120,68,7820,"NA","IR1","Lvl","1Story",9,5,2007,362,"TA",0,1869,1869,"Ex",1869,0,0,1869,0,0,2,0,2,"Ex","Typ","Attchd",2,"TA","Y",210,54,0,0,0,"NA",0,12,"Partial",31.8061,0,0
1726,120,48,6240,"NA","Reg","Lvl","1Story",8,5,2006,176,"TA",0,1300,1324,"Ex",1324,0,0,1324,0,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",0,38,0,0,0,"NA",0,9,"Partial",22.137,0,0
1727,120,48,3242,"NA","Reg","Lvl","1Story",7,5,2003,235,"TA",0,405,1405,"Ex",1405,0,0,1405,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",136,36,0,0,0,"NA",0,3,"Normal",20,0,0
1730,60,65,10237,"NA","Reg","Lvl","2Story",6,5,2005,0,"TA",0,783,783,"Ex",783,701,0,1484,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,72,0,0,0,"NA",0,7,"Partial",17.89,0,0
1732,60,62,8857,"NA","IR1","Lvl","2Story",6,5,2006,0,"TA",0,738,738,"Ex",738,757,0,1495,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",100,30,0,0,0,"NA",0,3,"Partial",17.1925,0,0
1733,60,63,9729,"NA","IR1","Lvl","2Story",6,5,2006,0,"TA",0,698,698,"Ex",698,1048,0,1746,1,0,2,1,3,"Gd","Typ","BuiltIn",3,"TA","Y",0,34,0,0,0,"NA",0,6,"Partial",19.8444,0,0
1734,20,88,12216,"NA","IR1","Lvl","1Story",6,5,2005,0,"TA",0,408,1326,"Ex",1326,0,0,1326,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",120,23,0,0,0,"Shed",2000,6,"Normal",20.3,0,0
1735,60,65,9018,"NA","IR1","Lvl","2Story",7,5,2007,0,"TA",0,728,728,"Ex",728,728,0,1456,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",100,24,0,0,0,"NA",0,7,"Partial",17.954,0,0
1736,20,73,8993,"NA","IR1","Lvl","1Story",7,5,2007,0,"TA",0,1302,1302,"Ex",1302,0,0,1302,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,22,0,0,0,"NA",0,8,"Partial",17.6485,0,0
1737,20,73,8899,"NA","IR1","Lvl","1Story",7,5,2007,0,"TA",0,1316,1340,"Ex",1340,0,0,1340,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",100,30,0,0,0,"NA",0,8,"Partial",18.1134,0,0
1740,60,64,7713,"NA","Reg","Lvl","2Story",7,5,2007,16,"TA",0,728,728,"Ex",728,728,0,1456,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",100,24,0,0,0,"NA",0,7,"Partial",17.7594,0,0
1741,20,64,7697,"NA","Reg","Lvl","1Story",7,6,2007,0,"TA",0,1246,1246,"Ex",1258,0,0,1258,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,8,"Partial",17.35,0,0
1742,120,53,3922,"NA","Reg","Lvl","1Story",7,5,2006,72,"TA",0,1258,1258,"Ex",1258,0,0,1258,0,0,2,0,2,"Gd","Typ","Attchd",3,"TA","Y",144,16,0,0,0,"NA",0,6,"Partial",17.25,0,0
1743,120,53,3922,"NA","Reg","Lvl","1Story",7,5,2006,72,"TA",0,1258,1258,"Ex",1402,0,0,1402,0,2,0,2,2,"Gd","Typ","Attchd",3,"TA","Y",120,16,0,0,0,"NA",0,2,"Partial",19.4201,0,0
1744,120,0,3621,"NA","Reg","Lvl","1Story",8,5,2003,72,"TA",0,322,1406,"Ex",1589,0,0,1589,1,0,2,0,2,"Gd","Typ","Attchd",3,"TA","Y",143,20,0,0,0,"NA",0,11,"Normal",22.65,1,0
1746,20,182,14572,"NA","IR3","Lvl","1Story",7,5,2004,0,"TA",0,230,1530,"Ex",1530,0,0,1530,1,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",144,36,0,0,0,"NA",0,11,"Family",25.9,0,0
1747,80,65,16219,"NA","IR2","Lvl","SLvl",7,5,2004,0,"TA",0,56,835,"Ex",1119,0,0,1119,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",100,24,0,0,0,"NA",0,4,"Normal",18.85,0,0
1748,80,87,11084,"NA","IR1","Lvl","SLvl",7,5,2004,0,"TA",0,192,384,"Ex",744,630,0,1374,1,0,2,1,3,"Gd","Typ","BuiltIn",2,"TA","Y",100,0,0,0,0,"NA",0,6,"Family",17.5,0,0
1750,20,59,10936,"NA","IR1","Lvl","1Story",7,5,2006,0,"TA",0,1510,1510,"Ex",1525,0,0,1525,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",100,18,0,0,0,"NA",0,4,"Partial",20.658,0,0
1752,80,0,11950,"NA","IR1","Lvl","SLvl",7,5,2003,0,"TA",0,384,384,"Ex",754,640,0,1394,0,0,2,1,3,"Gd","Typ","BuiltIn",2,"TA","Y",100,0,0,0,0,"NA",0,10,"Normal",16.55,1,1
1754,60,0,8063,"NA","Reg","Lvl","2Story",6,5,2000,0,"TA",0,924,924,"Ex",948,742,0,1690,0,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",100,48,0,0,0,"NA",0,11,"Abnorml",18.1,1,0
1755,60,0,8740,"NA","IR1","Lvl","2Story",7,5,2002,0,"TA",0,280,854,"Ex",864,1131,0,1995,0,0,2,1,4,"Gd","Typ","BuiltIn",2,"TA","Y",264,48,0,0,0,"NA",0,7,"Normal",21.95,1,0
1756,60,62,7917,"NA","Reg","Lvl","2Story",6,5,1999,0,"TA",0,953,953,"Ex",953,694,0,1647,0,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",0,40,0,0,0,"NA",0,8,"Normal",17.5,0,0
1759,60,58,9487,"NA","IR1","Lvl","2Story",6,5,2000,0,"TA",0,395,915,"Ex",940,750,0,1690,1,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",0,50,0,0,0,"NA",0,6,"Normal",18.7,0,0
1761,60,160,15623,"NA","IR1","Lvl","2Story",10,5,1996,0,"TA",0,300,2396,"Ex",2411,2065,0,4476,1,0,3,1,4,"Ex","Typ","Attchd",3,"TA","Y",171,78,0,0,0,"NA",0,7,"Abnorml",74.5,0,0
1763,60,0,11000,"NA","Reg","Lvl","2Story",8,5,2000,72,"TA",0,969,969,"Ex",997,1288,0,2285,0,0,2,1,4,"Gd","Typ","BuiltIn",3,"TA","Y",0,56,0,0,0,"NA",0,6,"Normal",24.8,1,0
1767,60,83,10790,"NA","Reg","Lvl","2Story",7,5,1998,275,"TA",0,1066,1066,"Ex",1108,1277,0,2385,0,0,2,1,4,"Gd","Typ","BuiltIn",3,"TA","Y",120,38,0,0,0,"NA",0,5,"Normal",25.2,0,0
1768,60,104,21535,"NA","IR1","Lvl","2Story",10,6,1994,1170,"TA",0,989,2444,"Ex",2444,1872,0,4316,0,1,3,1,4,"Ex","Typ","Attchd",3,"TA","Y",382,50,0,0,0,"NA",0,1,"Normal",75.5,0,0
1769,60,92,9920,"NA","IR1","Lvl","2Story",7,5,1996,0,"TA",0,255,1117,"Ex",1127,886,0,2013,1,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",180,130,0,0,0,"NA",0,6,"Normal",26.979,0,0
1770,60,95,11787,"NA","IR1","Lvl","2Story",7,5,1996,594,"TA",0,660,1379,"Ex",1383,1015,0,2398,1,0,2,1,3,"Gd","Typ","Attchd",3,"TA","Y",239,60,0,0,0,"NA",0,8,"Normal",31.575,0,0
1771,60,82,9950,"NA","IR1","Lvl","2Story",7,5,1995,290,"TA",0,638,1203,"Ex",1214,1306,0,2520,0,0,2,1,4,"Gd","Typ","Attchd",3,"TA","Y",224,114,0,0,0,"NA",0,6,"Abnorml",29,0,0
1774,60,88,11762,"NA","Reg","Lvl","2Story",8,5,1992,309,"TA",0,770,1105,"Ex",1105,1097,0,2202,1,0,2,1,4,"Gd","Typ","Attchd",2,"TA","Y",0,65,0,0,144,"NA",0,9,"Normal",26.3,0,0
1775,60,82,9044,"NA","IR1","Lvl","2Story",8,5,1996,526,"Gd",0,100,1325,"Ex",1335,1203,0,2538,0,0,2,1,4,"Gd","Typ","Attchd",3,"TA","Y",198,92,0,0,0,"NA",0,5,"Normal",33,0,0
1776,20,75,9910,"NA","Reg","Lvl","1Story",7,6,2007,0,"TA",0,1369,1369,"Ex",1369,0,0,1369,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,203,0,0,0,"NA",0,9,"Partial",21.3133,0,0
1778,20,84,11670,"NA","IR1","Lvl","1Story",9,5,2006,302,"TA",0,1905,1905,"Ex",1905,0,0,1905,0,0,2,0,3,"Ex","Typ","Attchd",3,"TA","Y",0,191,0,0,0,"NA",0,3,"Normal",32,0,0
1779,20,49,15256,"NA","IR1","Lvl","1Story",8,5,2007,84,"TA",0,556,1485,"Ex",1464,0,0,1464,1,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",168,160,0,0,0,"NA",0,8,"Normal",28.2922,0,0
1781,20,98,12291,"NA","IR1","Lvl","1Story",10,5,2007,754,"TA",0,394,1966,"Ex",1966,0,0,1966,1,0,2,0,1,"Ex","Typ","Attchd",3,"TA","Y",76,52,0,0,0,"NA",0,10,"Partial",41.9005,0,0
1785,20,79,9416,"NA","Reg","Lvl","1Story",7,5,2007,205,"TA",0,600,1726,"Ex",1726,0,0,1726,1,0,2,0,3,"Ex","Typ","Attchd",3,"TA","Y",171,138,0,0,266,"NA",0,9,"Partial",31.1872,0,0
1786,20,83,9849,"NA","Reg","Lvl","1Story",7,6,2007,0,"TA",0,1689,1689,"Ex",1689,0,0,1689,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",0,56,0,0,0,"NA",0,6,"Partial",24.8328,0,0
1787,20,85,10000,"NA","Reg","Lvl","1Story",8,5,2006,410,"TA",0,1588,1588,"Ex",1588,0,0,1588,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",144,45,0,0,0,"NA",0,12,"Normal",22.7,0,0
1788,20,74,8847,"NA","Reg","Lvl","1Story",8,5,2005,148,"TA",0,769,1538,"Ex",1538,0,0,1538,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",146,40,0,0,0,"NA",0,12,"Normal",26,0,0
1790,20,70,8251,"NA","Reg","Lvl","1Story",7,5,2005,143,"TA",0,716,1494,"Ex",1506,0,0,1506,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",192,35,0,0,0,"NA",0,4,"Normal",24.9,0,0
1791,20,75,10084,"NA","Reg","Lvl","1Story",8,5,2004,186,"TA",0,317,1686,"Ex",1694,0,0,1694,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",255,57,0,0,0,"NA",0,8,"Normal",30.7,0,0
1794,20,72,8640,"NA","Reg","Lvl","1Story",8,5,2007,0,"TA",0,1314,1338,"Ex",1338,0,0,1338,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,141,0,0,0,"NA",0,11,"Partial",20.89,0,0
1795,20,75,9000,"NA","Reg","Lvl","1Story",7,5,2006,0,"TA",0,1335,1335,"Ex",1335,0,0,1335,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,210,0,0,0,"NA",0,6,"Partial",21.04,0,0
1796,60,72,8640,"NA","Reg","Lvl","2Story",8,5,2007,0,"TA",0,546,896,"Ex",896,896,0,1792,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",184,96,0,0,0,"NA",0,11,"Partial",25.5,0,0
1798,60,75,9000,"NA","Reg","Lvl","2Story",8,5,2006,0,"TA",0,1088,1088,"Ex",1088,871,0,1959,0,0,2,1,3,"Gd","Typ","Attchd",3,"TA","Y",208,46,0,0,0,"NA",0,12,"Normal",27,0,0
1799,60,75,9000,"NA","Reg","Lvl","2Story",8,5,2007,0,"TA",0,1120,1184,"Ex",1184,1426,0,2610,0,0,2,1,4,"Ex","Typ","BuiltIn",2,"TA","Y",208,364,0,0,0,"NA",0,8,"Partial",30.3477,0,0
1800,60,112,12217,"NA","IR1","Lvl","2Story",8,5,2007,0,"TA",0,210,955,"Ex",955,925,0,1880,1,0,2,1,3,"Ex","Typ","Attchd",3,"TA","Y",168,127,0,0,0,"NA",0,12,"Partial",31.0013,0,1
1802,60,84,10207,"NA","Reg","Lvl","2Story",7,6,2007,0,"TA",0,874,874,"Ex",874,887,0,1761,0,0,3,0,3,"Gd","Typ","Attchd",2,"TA","Y",144,105,0,0,0,"NA",0,8,"Partial",22.7875,0,0
1806,60,102,11143,"NA","IR1","Lvl","2Story",8,5,2004,0,"TA",0,1580,1580,"Ex",1580,886,0,2466,0,0,3,0,4,"Gd","Typ","Attchd",2,"TA","Y",159,214,0,0,0,"NA",0,12,"Normal",34,0,0
1807,20,63,7500,"NA","Reg","Lvl","1Story",6,5,2006,0,"TA",0,1100,1100,"Ex",1100,0,0,1100,0,0,1,1,3,"TA","Typ","NA",0,"NA","Y",0,136,0,0,0,"NA",0,6,"Partial",14.6,0,0
1808,20,63,7500,"NA","Reg","Lvl","1Story",7,5,2006,0,"TA",0,1143,1143,"Ex",1143,0,0,1143,0,0,1,1,3,"Gd","Typ","NA",0,"NA","Y",0,55,0,0,0,"NA",0,10,"Normal",14.7,0,0
1809,20,60,12450,"NA","Reg","Lvl","1Story",5,5,2003,126,"TA",0,365,1094,"Ex",1094,0,0,1094,1,0,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,5,"Normal",14.9,0,0
1810,20,65,7441,"NA","IR1","Lvl","1Story",7,5,2006,170,"TA",0,1461,1461,"Ex",1486,0,0,1486,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,32,0,0,0,"NA",0,6,"Normal",18.1,0,0
1811,60,70,8462,"NA","IR1","Lvl","2Story",6,5,1994,105,"Gd",0,114,928,"Ex",936,785,0,1721,0,1,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",300,87,0,0,0,"NA",0,7,"Normal",20.1,0,0
1812,60,0,11613,"NA","IR2","Lvl","2Story",6,5,1993,0,"TA",0,384,864,"Ex",920,900,0,1820,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",144,85,0,0,0,"NA",0,5,"Normal",19.175,1,0
1813,20,65,8450,"NA","Reg","Lvl","1Story",7,5,2000,108,"TA",0,1349,1349,"Ex",1349,0,0,1349,0,0,2,0,3,"TA","Typ","Attchd",2,"TA","Y",120,55,0,0,0,"NA",0,12,"Normal",17.9,0,0
1814,20,0,16196,"NA","IR3","Low","1Story",7,5,1998,0,"TA",0,39,1482,"Ex",1494,0,0,1494,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",402,25,0,0,0,"NA",0,8,"Normal",21.5,1,0
1815,120,50,8012,"NA","Reg","Lvl","1Story",6,5,1992,0,"TA",0,1145,1575,"Gd",1575,0,0,1575,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",0,0,52,0,0,"NA",0,7,"Normal",17.92,0,0
1816,160,50,8012,"NA","Reg","Lvl","2Story",6,5,1980,0,"TA",0,630,630,"Ex",630,636,0,1266,0,0,1,1,2,"TA","Typ","Attchd",1,"TA","Y",340,0,0,0,0,"NA",0,7,"Normal",12.8,0,0
1817,85,0,9180,"NA","IR1","Lvl","SFoyer",5,7,1983,0,"TA",93,0,840,"Gd",884,0,0,884,1,0,1,0,2,"Gd","Typ","Attchd",2,"Gd","Y",240,0,0,0,0,"NA",0,12,"Normal",14.4,1,0
1818,90,60,8400,"NA","Reg","Lvl","1Story",5,5,1977,320,"TA",0,0,0,"TA",2020,0,0,2020,0,0,2,0,4,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,10,"Normal",14.4,0,0
1820,20,80,8480,"NA","Reg","Lvl","1Story",5,6,1963,0,"TA",0,340,970,"TA",970,0,0,970,1,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",0,24,0,0,192,"NA",0,7,"Normal",13.25,0,0
1821,20,70,7420,"NA","Reg","Lvl","1Story",5,5,1962,0,"TA",0,640,1057,"TA",1057,0,0,1057,0,0,1,0,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,4,"Normal",13.2,0,0
1822,20,0,7758,"NA","IR1","Lvl","1Story",5,7,1962,0,"Gd",0,411,999,"Gd",999,0,0,999,1,0,1,0,3,"Gd","Typ","Detchd",1,"TA","Y",0,132,0,0,0,"NA",0,3,"Normal",13.25,1,0
1823,20,85,6970,"NA","Reg","Lvl","1Story",4,5,1961,0,"TA",0,108,1040,"TA",1120,0,0,1120,1,0,1,1,3,"Fa","Typ","Attchd",2,"TA","Y",168,0,0,0,0,"Shed",400,5,"Normal",12.9,0,0
1824,20,40,13673,"NA","IR1","Lvl","1Story",5,5,1962,0,"Gd",0,1140,1140,"TA",1696,0,0,1696,0,0,1,1,3,"TA","Min2","Attchd",1,"TA","Y",0,30,0,0,0,"NA",0,3,"Normal",14.39,0,0
1826,20,0,9945,"NA","IR1","Lvl","1Story",5,5,1961,57,"TA",0,161,988,"TA",988,0,0,988,1,0,1,0,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,10,"Normal",12.85,1,0
1828,60,0,19522,"NA","IR1","Bnk","2Story",7,5,1990,272,"TA",0,496,1223,"Gd",1271,1232,0,2503,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,99,0,0,182,"NA",0,2,"Normal",30,1,0
1829,60,0,17542,"NA","IR1","Lvl","2Story",7,7,1974,0,"TA",1031,36,1192,"TA",1516,651,0,2167,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",220,47,0,0,0,"NA",0,7,"Normal",29.4,1,0
1830,20,44,10751,"NA","IR1","Lvl","1Story",5,5,1974,44,"TA",0,250,1037,"TA",1037,0,0,1037,1,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",136,47,0,0,0,"NA",0,8,"Normal",12.9,0,0
1831,85,0,16647,"NA","IR1","Lvl","SFoyer",5,5,1975,0,"TA",0,0,1390,"TA",1701,0,0,1701,1,0,2,0,3,"TA","Min2","Basment",2,"TA","Y",0,0,0,0,0,"NA",0,1,"Normal",17.1,1,0
1832,20,43,12712,"NA","IR1","Lvl","1Story",6,7,1973,0,"TA",0,76,1044,"TA",1055,0,0,1055,1,0,1,0,2,"Gd","Typ","Attchd",2,"TA","Y",455,0,0,0,0,"NA",0,1,"Abnorml",14.7,0,0
1833,60,0,9572,"NA","IR1","Lvl","2Story",8,5,1990,336,"TA",0,971,1453,"Ex",1453,1357,0,2810,0,0,2,1,4,"Gd","Typ","Attchd",2,"Gd","Y",500,0,0,0,0,"NA",0,6,"Normal",30.2,1,0
1834,50,85,10678,"NA","Reg","Lvl","1.5Fin",8,5,1992,337,"TA",0,983,1683,"Ex",2129,743,0,2872,0,0,2,1,4,"Gd","Typ","Attchd",2,"TA","Y",0,33,0,0,0,"NA",0,4,"Normal",28.5,0,0
1836,120,80,3523,"Pave","IR1","Lvl","1Story",8,5,2006,30,"TA",0,1081,1141,"Ex",1151,0,0,1151,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",0,60,0,0,0,"NA",0,2,"Partial",16.6,0,0
1837,120,32,3784,"Pave","IR1","Lvl","1Story",8,5,2006,36,"TA",0,1451,1511,"Ex",1565,0,0,1565,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",0,120,0,0,0,"NA",0,2,"Partial",19.38,0,0
